	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj																																
TIGR02418	1.740828502	-1.749724	3.076790981	-0.568684714	0.569570123	0.999533006	Energy metabolism	Fermentation	acolac_catab	"acetolactate synthase, catabolic"	alsS	2.2.1.6	"Acetolactate synthase (EC 2.2.1.6) combines two molecules of pyruvate to yield 2-acetolactate with the release of CO2. This reaction may be involved in either valine biosynthesis (biosynthetic) or conversion of pyruvate to acetoin and possibly to 2,3-butanediol (catabolic). The biosynthetic type, described by TIGR00118, is also capable of forming"																									
TIGR02960	1.311467008	2.807889806	3.118506179	0.900395781	0.367909665	0.999533006	NA	NA	SigX5	"RNA polymerase sigma-70 factor, TIGR02960 family"	NA	NA	This group of sigma factors are members of the sigma-70 family (TIGR02937).																									
TIGR00449	1.225150935	2.628357963	3.400355242	0.772965698	0.439542681	0.999533006	Protein synthesis	tRNA and rRNA base modification	tgt_general	tRNA-guanine family transglycosylase	NA	2.4.2.-	"Different tRNA-guanine transglycosylases catalyze different tRNA base modifications. Two guanine base substitutions by different enzymes described by the model are involved in generating queuosine at position 34 in bacterial tRNAs and archaeosine at position 15 in archaeal tRNAs. This model is designed for fragment searching, so the superfamily is used loosely."																									
TIGR03440	3.151448707	-2.572457232	2.679024655	-0.960221559	0.336943719	0.999533006	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Glutathione and analogs	egtB_TIGR03440	ergothioneine biosynthesis protein EgtB	egtB	NA	"Members of this family include EgtB, and enzyme of the ergothioneine biosynthesis, as found in numerous Actinobacteria. Characterized homologs to this family include a formylglycine-generating enzyme that serves as a maturase for an aerobic sulfatase (cf. the radical SAM enzymes that serve as anaerobic sulfatase maturases)."																									
TIGR00229	0.548607689	-0.271101535	4.719420419	-0.05744382	0.954191658	0.999533006	Regulatory functions	Small molecule interactions	sensory_box	PAS domain S-box	NA	NA	"The PAS domain was previously described. This sensory box, or S-box domain occupies the central portion of the PAS domain but is more widely distributed."																									
TIGR00437	0.264166638	0.362818731	5.729465068	0.063325062	0.949507659	0.999533006	Transport and binding proteins	Cations and iron carrying compounds	feoB	ferrous iron transporter FeoB	feoB	NA	"FeoB (773 amino acids in E. coli), a cytoplasmic membrane protein required for iron(II) update, is encoded in an operon with FeoA (75 amino acids), which is also required, and is regulated by Fur. There appear to be two copies in Archaeoglobus fulgidus and"																									
TIGR01372	2.948994552	4.777728491	2.303156148	2.074426649	0.038039705	0.999533006	Energy metabolism	Amino acids and amines	soxA	"sarcosine oxidase, alpha subunit family, heterotetrameric form"	NA	NA	"This HMM describes the alpha subunit of a family of known and putative heterotetrameric sarcosine oxidases. Five operons of such oxidases are found in Mesorhizobium loti and three in Agrobacterium tumefaciens, a high enough copy number to suggest that not all members are share the same function. The model is designated as subfamily rather than equivalog for this reason.Sarcosine oxidase catalyzes the oxidative demethylation of sarcosine to glycine. The reaction converts tetrahydrofolate to 5,10-methylene-tetrahydrofolate. The enzyme is known in monomeric and heterotetrameric (alpha,beta,gamma,delta) forms"																									
TIGR01481	0.907779763	-0.770494643	3.977344232	-0.193720885	0.846394438	0.999533006	Regulatory functions	DNA interactions	ccpA	catabolite control protein A	ccpA	NA	Catabolite control protein A is a LacI family global transcriptional regulator found in Gram-positive bacteria.																									
TIGR02344	1.687442552	1.550079779	3.049285987	0.508341882	0.611213603	0.999533006	NA	NA	chap_CCT_gamma	"T-complex protein 1, gamma subunit"	NA	NA	"Members of this family, all eukaryotic, are part of the group II chaperonin complex called CCT (chaperonin containing TCP-1) or TRiC. The archaeal equivalent group II chaperonin is often called the thermosome. Both are somewhat related to the group I chaperonin of bacterial, GroEL/GroES. This family consists exclusively of the CCT gamma chain (part of a paralogous family) from animals, plants, fungi, and other eukaryotes."																									
TIGR03999	0.308194411	0.240844839	5.729132271	0.042038624	0.966467908	0.999533006	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Glutathione and analogs	thiol_BshA	N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA	bshA	2.4.1.-	"Members of this protein family are BshA, a glycosyltransferase required for bacillithiol biosynthesis. This enzyme combines UDP-GlcNAc and L-malate to form N-acetyl-alpha-D-glucosaminyl L-malate synthase. Bacillithiol is a low-molecular-weight thiol, an analog of glutathione and mycothiol, and is found largely in the Firmicutes."																									
TIGR03457	1.060137495	-0.926488994	3.574835882	-0.259169658	0.795504341	0.999533006	Central intermediary metabolism	Other	sulphoacet_xsc	sulfoacetaldehyde acetyltransferase	xsc	2.3.3.15	"Members of this protein family are sulfoacetaldehyde acetyltransferase, an enzyme of taurine utilization. Taurine, or 2-aminoethanesulfonate, can be used by bacteria as a source of carbon, nitrogen, and sulfur."																									
TIGR02969	2.722087213	0.748480466	2.361745118	0.316918392	0.751305526	0.999533006	NA	NA	mam_aldehyde_ox	aldehyde oxidase	NA	1.2.3.1	"Members of this family are mammalian aldehyde oxidase (EC 1.2.3.1) isozymes, closely related to xanthine dehydrogenase/oxidase."																									
TIGR00955	1.203137049	2.699711868	3.42126015	0.78909868	0.430054333	0.999533006	Transport and binding proteins	Other	3a01204	The Eye Pigment Precursor Transporter (EPP) Family protein	NA	NA	NA																									
TIGR01820	1.912791833	1.540921617	2.744185257	0.561522446	0.574441433	0.999533006	Amino acid biosynthesis	Aromatic amino acid family	TrpE-arch	"anthranilate synthase component I, archaeal clade"	trpE	4.1.3.27	This model represents an archaeal clade of anthranilate synthase component I enzymes. The Sulfolobus enzyme has been reported to be part of a gene cluster for Trp biosynthesis [1]																									
TIGR01260	0.220138865	0.501868505	5.729879619	0.087587967	0.930204167	0.999533006	Energy metabolism	ATP-proton motive force interconversion	ATP_synt_c	"ATP synthase, F0 subunit c"	atpE	3.6.3.14	"This model describes the subunit c in F1/F0-ATP synthase, a membrane associated multisubunit"																									
TIGR01650	1.61222413	-1.72392772	3.358331498	-0.513328634	0.607721457	0.999533006	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	PD_CobS	"cobaltochelatase, CobS subunit"	cobS	6.6.1.2	"This model describes Pseudomonas denitrificans CobS gene product, which is a cobalt chelatase subunit that functions in cobalamin biosynthesis. Cobalamin (vitamin B12) can be synthesized via several pathways, including an aerobic pathway (found in Pseudomonas denitrificans) and an anaerobic pathway (found in P. shermanii and Salmonella typhimurium). This model describes the aerobic cobalamin pathway Pseudomonas denitrificans CobS gene product, which is a cobalt chelatase subunit, with a MW ~37 kDa [4]."																									
TIGR03989	2.025269553	-1.95669314	2.965128307	-0.659901676	0.509316929	0.999533006	Unknown function	Enzymes of unknown specificity	Rxyl_3153	"NDMA-dependent alcohol dehydrogenase, Rxyl_3153 family"	NA	1.1.99.36	"This HMM describes a clade within the family PF00107 of zinc-binding dehydrogenases. The family PF00107 contains class III alcohol dehydrogenases, including enzymes designated S-(hydroxymethyl)glutathione dehydrogenase and NAD/mycothiol-dependent formaldehyde dehydrogenase. Members of the current family occur only in species that contain the very small protein mycofactocin (TIGR03969), a possible cofactor precursor, and radical SAM protein TIGR03962. We name this family for Rxyl_3153, where the lone member of the family co-clusters with these markers in Rubrobacter xylanophilus."																									
TIGR02313	2.525701708	0.875594775	2.390347047	0.366304456	0.714137905	0.999533006	NA	NA	HpaI-NOT-DapA	"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase"	hpaI	4.1.2.-	This model represents a subset of the DapA (dihydrodipicolinate synthase) family which has apparently evolved a separate function.																									
TIGR01661	0.110069432	0.97373613	5.731615629	0.169888596	0.86509775	0.999533006	NA	NA	ELAV_HUD_SF	ELAV/HuD family splicing factor	NA	NA	This model describes the ELAV/HuD subfamily of splicing factors found in metazoa. These proteins contain 3 RNA-recognition motifs (rrm: PF00076).																									
TIGR02324	1.049039843	3.388794706	3.583317423	0.94571435	0.344294301	0.999533006	NA	NA	CP_lyasePhnL	phosphonate C-P lyase system protein PhnL	phnL	NA	"Members of this family are the PhnL protein of C-P lyase systems for utilization of phosphonates. These systems resemble phosphonatase-based systems in having a three component ABC transporter, where TIGR01097 is the permease, TIGR01098 is the phosphonates binding protein, and TIGR02315 is the ATP-binding cassette (ABC) protein. They differ, however, in having, typically, ten or more additional genes, many of which are believed to form a membrane-associated C-P lysase complex."																									
TIGR02944	0.79771033	-0.49258565	4.156894629	-0.118498469	0.905672708	0.999533006	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other	suf_reg_Xantho	"FeS assembly SUF system regulator, gammaproteobacterial"	NA	NA	"The SUF system is an oxygen-resistant iron-sulfur cluster assembly system found in both aerobes and facultative anaerobes. Its presence appears to be a marker of oxygen tolerance; strict anaerobes and microaerophiles tend to have different FeS cluster biosynthesis systems. Members of this protein family belong to the rrf2 family of transcriptional regulators and are found, typically, as the first gene of a SUF operon. It is found only in a subset of genomes that encode the SUF system, including the genus Xanthomonas. The conserved location suggests an autoregulatory role."																									
TIGR01464	0.702704894	-0.587410946	4.313523914	-0.136178901	0.891679854	0.999533006	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	hemE	uroporphyrinogen decarboxylase	hemE	4.1.1.37	"This HMM represents uroporphyrinogen decarboxylase (HemE), which converts uroporphyrinogen III to coproporphyrinogen III. This step takes the pathway toward protoporphyrin IX, a common precursor of both heme and chlorophyll, rather than toward precorrin 2 and its products."																									
TIGR03240	1.11748979	-1.124252201	3.707391904	-0.303246118	0.761702306	0.999533006	Energy metabolism	Amino acids and amines	arg_catab_astD	succinylglutamate-semialdehyde dehydrogenase	astD	1.2.1.71	"Members of this protein family are succinylglutamic semialdehyde dehydrogenase (EC 1.2.1.71), the fourth enzyme in the arginine succinyltransferase (AST) pathway for arginine catabolism."																									
TIGR03098	1.139503677	-1.157377977	3.679499767	-0.314547642	0.753105138	0.999533006	NA	NA	ligase_PEP_1	"acyl-CoA ligase (AMP-forming), exosortase A-associated"	NA	NA	This group of proteins contains an AMP-binding domain (PF00501) associated with acyl CoA-ligases.																									
TIGR00878	0.462291616	-0.162131202	5.50802005	-0.029435478	0.976517278	0.999533006	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	purM	phosphoribosylaminoimidazole synthetase	purM	6.3.3.1	"Alternate name: phosphoribosylformylglycinamidine cyclo-ligase; AIRS; AIR synthase This enzyme is found as a homodimeric monofunctional protein in prokaryotes and as part of a larger, multifunctional protein, sometimes with two copies of this enzyme in tandem, in eukaryotes."																									
TIGR01858	0.44027773	-0.107680955	5.618133802	-0.019166677	0.984708141	0.999533006	NA	NA	tag_bisphos_ald	"class II aldolase, tagatose bisphosphate family"	NA	4.1.2.-	"This HMM describes tagatose-1,6-bisphosphate aldolases, and perhaps other closely related class II aldolases. This tetrameric, Zn2+-dependent enzyme is related to the class II fructose bisphosphate aldolase; fructose 1,6-bisphosphate and tagatose 1,6 bisphosphate differ only in chirality at C4."																									
TIGR02389	8.298619928	-3.990828754	2.394963688	-1.666342072	0.095645301	0.999533006	Transcription	DNA-dependent RNA polymerase	RNA_pol_rpoA2	"DNA-directed RNA polymerase, subunit A"	rpoA2	2.7.7.6	This family consists of the archaeal A subunit of the DNA-directed RNA polymerase. The example from Methanocaldococcus jannaschii contains an intein.																									
TIGR01737	1.14124315	-1.239126317	3.646561509	-0.339806778	0.734002043	0.999533006	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	FGAM_synth_I	phosphoribosylformylglycinamidine synthase I	purQ	6.3.5.3	"In some species, phosphoribosylformylglycinamidine synthase is composed of a single polypeptide chain. This HMM describes the PurQ protein of Bacillus subtilis (where PurL, PurQ, and PurS are required for phosphoribosylformylglycinamidine synthase activity) and functionally equivalent proteins from other bacteria and archaea."																									
TIGR03079	0.066041659	1.258002546	5.732960239	0.219433328	0.82631251	0.999533006	NA	NA	CH4_NH3mon_ox_B	"methane monooxygenase/ammonia monooxygenase, subunit B"	NA	1.14.13.25	"Both ammonia oxidizers such as Nitrosomonas europaea and methanotrophs (obligate methane oxidizers) such as Methylococcus capsulatus each can grow only on their own characteristic substrate. However, both groups have the ability to oxidize both substrates, and so the relevant enzymes must be named here according to their ability to oxidze both. The protein family represented here reflects subunit B of both the particulate methane monooxygenase of methylotrophs and the ammonia monooxygenase of nitrifying bacteria."																									
TIGR00957	1.720554089	-1.789539144	3.117219583	-0.574081837	0.565912424	0.999533006	Transport and binding proteins	Other	MRP_assoc_pro	multi drug resistance-associated protein (MRP)	NA	NA	"This model describes multi drug resistance-associated protein (MRP) in eukaryotes. The multidrug resistance-associated protein is an integral membrane protein that causes multidrug resistance when overexpressed in mammalian cells. It belongs to ABC transporter superfamily. The protein topology and function was experimentally demonstrated by epitope tagging and immunofluorescence. Insertion of tags in the critical regions associated with drug efflux, abrogated its function. The C-terminal domain seem to highly conserved."																									
TIGR03438	3.169314833	0.44424552	2.246118961	0.197783612	0.843214369	0.999533006	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Glutathione and analogs	egtD_ergothio	dimethylhistidine N-methyltransferase	egtD	2.1.1.44	This model represents a distinct set of uncharacterized proteins found in the bacteria. Analysis by PSI-BLAST shows remote sequence homology to methyltransferases																									
TIGR01925	0.044027773	1.442967796	5.733982426	0.251651939	0.801310109	0.999533006	Regulatory functions	Protein interactions	spIIAB	anti-sigma F factor	spoIIAB	2.7.11.1	"This model describes the SpoIIAB anti-sigma F factor. Sigma F regulates spore development in B subtilis. SpoIIAB binds to sigma F, preventing formation of the transcription complex at the promoter.[1] SpoIIAA (anti-anti-sigma F factor) binds to SpoIIAB to inhibit association with sigma F, however SpoIIAB can phosphorylate SpoIIAA, causing disassociation of the SpoIIAA/B complex.[2] The SpoIIE phosphatase dephosphorylates SpoIIAA."																									
TIGR00194	1.302290246	-1.310844186	3.348216197	-0.39150524	0.695423816	0.999533006	DNA metabolism	"DNA replication, recombination, and repair"	uvrC	"excinuclease ABC, C subunit"	uvrC	3.1.25.-	"This family consists of the DNA repair enzyme UvrC, an ABC excinuclease subunit which interacts with the UvrA/UvrB complex to excise UV-damaged nucleotide segments."																									
TIGR02317	0.198124978	0.579532195	5.73012873	0.101137727	0.91944113	0.999533006	NA	NA	prpB	methylisocitrate lyase	prpB	4.1.3.30	"Members of this family are methylisocitrate lyase, also called (2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase. This enzyme acts in propionate metabolism. It cleaves a carbon-carbon bond to convert 2-methylisocitrate to pyruvate plus succinate. Some members of this family have been annotated, incorrectly it seems, as the related protein carboxyphosphoenolpyruvate phosphomutase, which is involved in synthesizing the antibiotic bialaphos in Streptomyces hygroscopicus."																									
TIGR00419	2.089571739	-1.957816699	2.976896182	-0.657670466	0.510749904	0.999533006	Energy metabolism	Glycolysis/gluconeogenesis	tim	triosephosphate isomerase	tpiA	5.3.1.1	Triosephosphate isomerase (tim/TPIA) is the glycolytic enzyme that catalyzes																									
TIGR03513	0	NA	NA	NA	NA	NA	Cellular processes	Chemotaxis and motility	GldL_gliding	gliding motility-associated protein GldL	gldL	NA	"This protein family, GldL, is named for the member from Flavobacterium johnsoniae, which is required for a type of rapid gliding motility found in certain members of the Bacteriodetes. However, members are found also in several members of the Bacteriodetes that appear not to be motile"																									
TIGR01497	0.616388822	-0.490834189	4.929823374	-0.099564254	0.920690274	0.999533006	Transport and binding proteins	Cations and iron carrying compounds	kdpB	"K+-transporting ATPase, B subunit"	kdpB	3.6.3.12	"This model describes the P-type ATPase subunit of the complex responsible for translocating potassium ions across biological membranes in microbes. The potassium P-type ATPases have been characterized as Type IA based on a phylogenetic analysis which places this clade closest to the heavy-metal translocating ATPases (Type IB) [4]. This model is very clear-cut, with a strong break between trusted hits and noise."																									
TIGR03520	0.548607689	-0.271101535	4.719420419	-0.05744382	0.954191658	0.999533006	NA	NA	GldE	gliding motility-associated protein GldE	gldE	NA	"Members of this protein family are exclusive to the Bacteroidetes phylum (previously Cytophaga-Flavobacteria-Bacteroides). GldC is a protein linked to a type of rapid surface gliding motility found in certain Bacteroidetes, such as Flavobacterium johnsoniae and Cytophaga hutchinsonii. GldE was discovered because of its adjacency to GldD in F. johnsonii."																									
TIGR02402	0.966871532	-1.055724837	3.875120882	-0.27243662	0.785286318	0.999533006	Energy metabolism	Biosynthesis and degradation of polysaccharides	trehalose_TreZ	malto-oligosyltrehalose trehalohydrolase	treZ	3.2.1.141	"Members of this family are the trehalose biosynthetic enzyme malto-oligosyltrehalose trehalohydrolase, formally known as 4-alpha-D-{(1->4)-alpha-D-glucano}trehalose trehalohydrolase (EC 3.2.1.141). It is the TreZ protein of the TreYZ pathway for trehalose biosynthesis, and alternative to the OtsAB system."																									
TIGR01524	0.198124978	0.579532195	5.73012873	0.101137727	0.91944113	0.999533006	Transport and binding proteins	Cations and iron carrying compounds	ATPase-IIIB_Mg	magnesium-translocating P-type ATPase	mgtA	3.6.3.2	"This HMM describes the magnesium translocating P-type ATPase found in a limited number of bacterial species and best described in Salmonella typhimurium, which contains two isoforms [1]. The magnesium ATPases have been classified as type IIIB by a phylogenetic analysis [2]."																									
TIGR03447	2.066889039	1.267348523	2.682103237	0.472520411	0.636555377	0.999533006	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Glutathione and analogs	mycothiol_MshC	cysteine--1-D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase	mshC	6.3.1.13	"Members of this protein family are MshC, l-cysteine:1-D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase, an enzyme that uses ATP to ligate a Cys residue to a mycothiol precursor molecule, in the second to last step in mycothiol biosynthesis. This enzyme shows considerable homology to Cys--tRNA ligases, and many instances are misannotated as such. Mycothiol is found in Mycobacterium tuberculosis, Corynebacterium glutamicum, Streptomyces coelicolor, and various other members of the Actinobacteria. Mycothiol is an analog to glutathione."																									
TIGR01517	0.856802099	-0.873092488	4.028510069	-0.216728387	0.828420024	0.999533006	NA	NA	ATPase-IIB_Ca	plasma-membrane calcium-translocating P-type ATPase	NA	3.6.3.8	"This model describes the P-type ATPase responsible for translocating calcium ions across the plasma membrane of eukaryotes [1], out of the cell. In humans and mice, at least, there are multiple isoforms of the PMCA pump with overlapping but not redundant functions. The calcium P-type ATPases have been characterized as Type IIB based on a phylogenetic analysis which distinguishes this group from the Type IIA SERCA calcium pump [4]."																									
TIGR01810	1.566456884	-1.632508418	3.187874523	-0.512099333	0.608581491	0.999533006	Cellular processes	Adaptations to atypical conditions	betA	choline dehydrogenase	betA	1.1.99.1	"Choline dehydrogenase catalyzes the conversion of exogenously supplied choline into the intermediate glycine betaine aldehyde, as part of a two-step oxidative reaction leading to the formation of osmoprotectant betaine. This enzymatic system can be found in both gram-positive and gram-negative bacteria. As in Escherichia coli [1], Staphylococcus xylosus [2], and Sinorhizobium meliloti [3], this enzyme is found associated in a transciptionally co-induced gene cluster with betaine aldehyde dehydrogenase, the second catalytic enzyme in this reaction. Other gram-positive organisms have been shown to employ a different enzymatic system, utlizing a soluable choline oxidase or type III alcohol dehydrogenase instead of choline dehydrogenase [4]. This enzyme is a member of the GMC oxidoreductase family (PF00732 and PF05199), sharing a common evoluntionary origin and enzymatic reaction with alcohol dehydrogenase [5]. Outgrouping from this model, Caulobacter crescentus shares sequence homology with choline dehydrogenase, yet other genes participating in this enzymatic reaction have not currently been identified."																									
TIGR03361	0.482566029	-0.109889651	4.956931442	-0.022168887	0.982313236	0.999533006	NA	NA	VI_Rhs_Vgr	type VI secretion system Vgr family protein	NA	NA	"Members of this protein family belong to the Rhs element Vgr protein family (see TIGR01646), but furthermore all are found in genomes with type VI secretion loci. However, members of this protein family, although recognizably correlated to type VI secretion according the partial phylogenetic profiling algorithm, are often found far the type VI secretion locus."																									
TIGR01124	1.148193041	-1.079391436	3.478785034	-0.31027828	0.756349347	0.999533006	Amino acid biosynthesis	Pyruvate family	ilvA_2Cterm	"threonine ammonia-lyase, biosynthetic, long form"	ilvA	4.3.1.19	"This model describes a form of threonine ammonia-lyase, a pyridoxal-phosphate dependent enzyme, with two copies of the threonine dehydratase C-terminal domain (Pfam:PF00585). Members with known function participate in isoleucine biosynthesis and are inhibited by isoleucine. Alternate name: threonine deaminase, threonine dehydratase. Forms scoring between the trusted and noise cutoff tend to branch with this subgroup of threonine ammonia-lyase phylogenetically but have only a single copy of the C-terminal domain."																									
TIGR02280	1.582583536	2.696856224	2.966666577	0.909052688	0.363322315	0.999533006	NA	NA	PaaB1	phenylacetate degradation probable enoyl-CoA hydratase paaB	paaB	4.2.1.17	This family of proteins are found within apparent operons for the degradation of phenylacetic acid [1].																									
TIGR00223	1.626611309	2.452865544	2.918326956	0.840504022	0.400625848	0.999533006	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	panD	L-aspartate-alpha-decarboxylase	panD	4.1.1.11	"Members of this family are aspartate 1-decarboxylase, the enzyme that makes beta-alanine and C02 from aspartate. Beta-alanine is then used to make the vitamin pantothenate, from which coenzyme A is made. Aspartate 1-decarboxylase is synthesized as a proenzyme, then cleaved to an alpha (C-terminal) and beta (N-terminal) subunit with a pyruvoyl group."																									
TIGR02068	0.088055546	1.104857406	5.732204184	0.192745647	0.847158172	0.999533006	Cellular processes	Biosynthesis of natural products	cya_phycin_syn	cyanophycin synthetase	cphA	6.3.2.29 6.3.2.30	"Cyanophycin is an insoluble storage polymer for carbon, nitrogen, and energy, found in most Cyanobacteria. The polymer has a backbone of L-aspartic acid, with most Asp side chain carboxyl groups attached to L-arginine. The polymer is made by this enzyme, cyanophycin synthetase, and degraded by cyanophycinase. Heterologously expressed cyanophycin synthetase in E. coli produces a closely related, water-soluble polymer with some Arg replaced by Lys. It is unclear whether enzymes that produce soluble cyanophycin-like polymers in vivo in non-Cyanobacterial species should be designated as cyanophycin synthetase itself or as a related enzyme. This model makes the designation as cyanophycin synthetase. Cyanophycin synthesis is analogous to polyhydroxyalkanoic acid (PHA) biosynthesis, except that PHA polymers lack nitrogen and may be made under nitrogen-limiting conditions."																									
TIGR02615	0.592635462	-0.368975399	4.585915905	-0.080458387	0.935872691	0.999533006	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	spoVE	stage V sporulation protein E	spoVE	NA	"This model represents an exception within the members of the FtsW model TIGR02614. This exception occurs only in endospore-forming genera such as Bacillus, Geobacillus, and Oceanobacillus. Like FtsW, members are found in a peptidoglycan operon context, but in these genera they part of a larger set of paralogs (not just the pair FtsW and RodA) and are required specifically for sporulation, not for viability."																									
TIGR01382	1.645823066	-1.759313894	3.270643818	-0.537910574	0.590638788	0.999533006	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	PfpI	"intracellular protease, PfpI family"	NA	NA	"The member of this family from Pyrococcus horikoshii has been solved to 2 Angstrom resolution. It is an ATP-independent intracellular protease that crystallizes as a hexameric ring. Cys-101 is proposed as the active site residue in a catalytic triad with the adjacent His-102 and a Glu residue from an adjacent monomer. A member of this family from Bacillus subtilis, GSP18, has been shown to be expressed in response to several forms of stress. A role in the degradation of small peptides has been suggested. A closely related family consists of the thiamine biosynthesis protein ThiJ and its homologs."																									
TIGR00181	0.330208297	0.184998243	5.728988864	0.032291605	0.974239504	0.999533006	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	pepF	oligoendopeptidase F	pepF	3.4.24.-	"This family represents the oligoendopeptidase F clade of the family of larger M3 or thimet (for thiol-dependent metallopeptidase) oligopeptidase family. Lactococcus lactis PepF hydrolyzed peptides of 7 and 17 amino acids with fairly broad specificity. The homolog of lactococcal PepF in group B Streptococcus was named PepB (PMID:8757883), with the name difference reflecting a difference in species of origin rather activity; substrate profiles were quite similar."																									
TIGR01088	1.2142347	-1.183571318	3.418173865	-0.346258372	0.72914855	0.999533006	Amino acid biosynthesis	Aromatic amino acid family	aroQ	"3-dehydroquinate dehydratase, type II"	aroQ	4.2.1.10	"This HMM specifies the type II enzyme. The type I enzyme, often found as part of a multifunctional protein, is described by TIGR01093."																									
TIGR00004	1.533345346	1.837245693	3.145859814	0.584020205	0.559206718	0.999533006	Cellular processes	Other	TIGR00004	reactive intermediate/imine deaminase	NA	NA	"This protein was described initially as an inhibitor of protein synthesis intiation, then as an endoribonuclease active on single-stranded mRNA, endoribonuclease L-PSP. Members of this family, conserved in all domains of life and often with several members per bacterial genome, appear to catalyze a reaction that minimizes toxic by-products from reactions catalyzed by pyridoxal phosphate-dependent enzymes."																									
TIGR00971	0.960984297	4.194549395	3.672636791	1.142108418	0.253408957	0.999533006	Transport and binding proteins	Anions	3a0106s03	sulfate/thiosulfate-binding protein	NA	NA	"This HMM describes binding proteins functionally associated with the sulfate ABC transporter. In the model bacterium E. coli, two different members work with the same transporter; mutation analysis says each enables the uptake of both sulfate and thiosulfate. In many species, a single binding protein is found, and may be referred to in general terms as a sulfate ABC transporter sulfate-binding protein."																									
TIGR01175	0	NA	NA	NA	NA	NA	NA	NA	pilM	type IV pilus assembly protein PilM	NA	NA	"This protein is required for the assembly of the type IV fimbria in Pseudomonas aeruginosa responsible for twitching motility, and for a similar pilus-like structure in Synechocystis. It is also found in species such as Deinococcus described as having natural transformation (for which a type IV pilus-like structure is proposed) but not fimbria."																									
TIGR01141	0.570621575	-0.320900089	4.650538547	-0.06900278	0.944987407	0.999533006	Amino acid biosynthesis	Histidine family	hisC	histidinol-phosphate aminotransferase	hisC	2.6.1.9	Alternate names: histidinol-phosphate transaminase; imidazole acetol-phosphate transaminase Histidinol-phosphate aminotransferase is a pyridoxal-phosphate dependent enzyme.																									
TIGR02273	1.049039843	3.388794706	3.583317423	0.94571435	0.344294301	0.999533006	Transcription	RNA processing	16S_RimM	16S rRNA processing protein RimM	rimM	NA	"This family consists of the bacterial protein RimM (YfjA, 21K), a 30S ribosomal subunit-binding protein implicated in 16S ribsomal RNA processing. It has been partially characterized in Escherichia coli, is found with other translation-associated genes such as trmD. It is broadly distributed among bacteria, including some minimal genomes such the aphid endosymbiont Buchnera aphidicola. The protein contains a PRC-barrel domain that it shares with other protein families (PF05239) and a unique domain (PF01782). This model describes the full-length protein. A member from Arabidopsis (plant) has additional N-terminal sequence likely to represent a chloroplast transit peptide."																									
TIGR00180	0.242152751	0.429901292	5.729660187	0.075030853	0.940190164	0.999533006	NA	NA	parB_part	ParB/RepB/Spo0J family partition protein	NA	NA	"This HMM represents the most well-conserved core of a set of chromosomal and plasmid partition proteins related to ParB, including Spo0J, RepB, and SopB. Spo0J has been shown to bind a specific DNA sequence that, when introduced into a plasmid, can serve as partition site. Study of RepB, which has nicking-closing activity, suggests that it forms a transient protein-DNA covalent intermediate during the strand transfer reaction."																									
TIGR01891	1.773758624	1.505291836	2.791655359	0.5392112	0.589741133	0.999533006	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	amidohydrolases	amidohydrolase	NA	NA	This model represents a subfamily of amidohydrolases which are a subset of those sequences detected by PF01546.																									
TIGR00581	1.280276359	-1.280154728	3.364711706	-0.380464908	0.703600341	0.999533006	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Molybdopterin	moaC	molybdenum cofactor biosynthesis protein MoaC	moaC	NA	"MoaC catalyzes an early step in molybdenum cofactor biosynthesis in E. coli. The Arabidopsis homolog Cnx3 complements MoaC deficiency in E. coli (MUID:95197640). Eukarotic members of this family branch within the bacterial branch, with the archaeal members as an apparent outgroup. This protein is absent in a number of the pathogens with smaller genomes, including Mycoplasmas, Chlamydias, and spirochetes, but is found in most other complete genomes to date. The homolog form Synechocystis sp. is fused to a MobA-homologous region and is an outlier to all other bacterial forms by both neighbor-joining and UPGMA analyses. Members of this family are well-conserved. The seed for this model excludes both archaeal sequences and the most divergent bacterial sequences, but still finds all candidate MoaC sequences easily between trusted and noise cutoffs. We suggest that sequences branching outside the set that contains all seed members be regarded only as putative functional equivalents of MoaC unless and until a member of the archaeal outgroup is shown to have equivalent function."																									
