gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj							
TIGR00093	15.71086956	0.180717058	0.271723909	0.665076029	0.506001866	0.694990514	Protein synthesis	tRNA and rRNA base modification	TIGR00093	pseudouridine synthase	NA	5.4.99.-	"This HMM identifies panels of pseudouridine synthase enzymes that RNA modifications involved in maturing the protein translation apparatus. Counts per genome vary: two in Staphylococcus aureus, three in Pseudomonas putida, four in E. coli, etc."
TIGR00170	116.263649	0.123022694	0.186521443	0.659563277	0.509534127	0.698159741	Amino acid biosynthesis	Pyruvate family	leuC	"3-isopropylmalate dehydratase, large subunit"	leuC	"Members of this family are 3-isopropylmalate dehydratase, large subunit, or the large subunit domain of single-chain forms. Homoaconitase, aconitase, and 3-isopropylmalate dehydratase have similar overall structures. All are dehydratases (EC 4.2.1.-) and bind a Fe-4S iron-sulfur cluster."	"Members of this family are 3-isopropylmalate dehydratase, large subunit, or the large subunit domain of single-chain forms. Homoaconitase, aconitase, and 3-isopropylmalate dehydratase have similar overall structures. All are dehydratases (EC 4.2.1.-) and bind a Fe-4S iron-sulfur cluster. Several pairs of archaeal proteins resemble the leuC and leuD pair in length and sequence but even more closely resemble the respective domains of homoaconitase, and their identity is uncertain. These homologs are now described by a separate model of subfamily (rather than equivalog) homology type, and the priors and cutoffs for this model have been changed to focus this equivalog family more narrowly."
TIGR01953	124.9387304	-0.165391449	0.2506107	-0.659953662	0.509283566	0.698159741	Transcription	Transcription factors	NusA	transcription termination factor NusA	nusA	NA	"This HMM describes NusA, or N utilization substance protein A, a bacterial transcription termination factor. It binds to RNA polymerase alpha subunit and promotes termination at certain RNA hairpin structures. It is named for the interaction in E. coli of phage lambda antitermination protein N with the N-utilization substance, consisting of NusA, NusB, NusE (ribosomal protein S10), and nusG. This model represents a region of NusA shared in all bacterial forms, and including an S1 (PF00575) and a KH (PF00013) RNA binding domains. Proteobacterial forms have an additional C-terminal region, not included in this model, with two repeats of 50-residue domain rich in acidic amino acids."
TIGR00398	52.14162044	-0.11549994	0.175476443	-0.658207667	0.510404699	0.698513033	Protein synthesis	tRNA aminoacylation	metG	methionine--tRNA ligase	metG	6.1.1.10	"The methionyl-tRNA synthetase (metG) is a class I amino acyl-tRNA ligase. This HMM appears to recognize the methionyl-tRNA synthetase of every species, including eukaryotic cytosolic and mitochondrial forms. The UPGMA difference tree calculated after search and alignment according to this HMM shows an unusual deep split between two families of MetG. One family contains forms from the Archaea, yeast cytosol, spirochetes, and E. coli, among others. The other family includes forms from yeast mitochondrion, Synechocystis sp., Bacillus subtilis, the Mycoplasmas, Aquifex aeolicus, and Helicobacter pylori. The E. coli enzyme is homodimeric, although monomeric forms can be prepared that are fully active. Activity of this enzyme in bacteria includes aminoacylation of fMet-tRNA with Met; subsequent formylation of the Met to fMet is catalyzed by a separate enzyme. Note that the protein from Aquifex aeolicus is split into an alpha (large) and beta (small) subunit; this model does not include the C-terminal region corresponding to the beta chain."
TIGR01303	13.51878347	0.272267751	0.415464225	0.655333804	0.512252861	0.700201753	Unknown function	General	IMP_DH_rel_1	IMP dehydrogenase family protein	NA	NA	"This HMM represents a family of proteins, often annotated as a putative IMP dehydrogenase, related to IMP dehydrogenase and GMP reductase and restricted to the high GC Gram-positive bacteria. All species in which a member is found so far (Corynebacterium glutamicum, Mycobacterium tuberculosis, Streptomyces coelicolor, etc.) also have IMP dehydrogenase as described by TIGRFAMs entry TIGR01302."
TIGR02091	57.48592261	0.220932015	0.338095296	0.653460778	0.513459268	0.701010257	Energy metabolism	Biosynthesis and degradation of polysaccharides	glgC	glucose-1-phosphate adenylyltransferase	glgC	2.7.7.27	"This enzyme, glucose-1-phosphate adenylyltransferase, is also called ADP-glucose pyrophosphorylase. The plant form is an alpha2,beta2 heterodimer, allosterically regulated in plants. Both subunits are homologous and included in this model. In bacteria, both homomeric forms of GlgC and more active heterodimers of GlgC and GlgD have been described. This model describes the GlgC subunit only. This enzyme appears in variants of glycogen synthesis pathways that use ADP-glucose, rather than UDP-glucose as in animals."
TIGR00331	40.42004864	-0.229056013	0.351526432	-0.651603952	0.514656698	0.701804588	Regulatory functions	DNA interactions	hrcA	heat shock gene repressor HrcA	hrcA	NA	"HrcA represses the class I heat shock operons groE and dnaK; overproduction prevents induction of these operons by heat shock while deletion allows constitutive expression even at low temperatures. In Bacillus subtilis, hrcA is the first gene of the dnaK operon and so is itself a heat shock gene."
TIGR00464	51.44301907	-0.127787905	0.197609602	-0.646668501	0.517846514	0.705310664	Protein synthesis	tRNA aminoacylation	gltX_bact	"glutamyl-tRNA synthetase, bacterial family"	gltX	6.1.1.17	"The glutamyl-tRNA synthetases of the eukaryotic cytosol and of the Archaea are more similar to glutaminyl-tRNA synthetases than to bacterial glutamyl-tRNA synthetases. This HMM models just the bacterial and mitochondrial forms of the enzyme. In many species, the charging of tRNA(gln) proceeds first through misacylation with Glu and then transamidation. For this reason, glutamyl-tRNA synthetases may act on both tRNA(gln) and tRNA(glu). This model is highly specific. Proteins with positive scores below the trusted cutoff may be fragments rather than full-length sequences."
TIGR02392	424.2175883	-0.137910168	0.215340285	-0.640429022	0.52189372	0.70997475	Transcription	Transcription factors	rpoH_proteo	alternative sigma factor RpoH	rpoH	NA	"A sigma factor is a DNA-binding protein protein that binds to the DNA-directed RNA polymerase core to produce the holoenzyme capable of initiating transcription at specific sites. Different sigma factors act in vegetative growth, heat shock, extracytoplasmic functions (ECF), etc. This model represents the clade of sigma factors called RpoH and further restricted to the Proteobacteria. This protein may be called sigma-32, sigma factor H, heat shock sigma factor, and alternative sigma factor RpoH. Note that in some species the single locus rpoH may be replaced by two or more differentially regulated stress response sigma factors."
TIGR00355	41.43961095	0.175503705	0.277223661	0.633076212	0.526683876	0.714231426	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	purH	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	purH	PurH is bifunctional: IMP cyclohydrolase (EC 3.5.4.10); phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	PurH is bifunctional: IMP cyclohydrolase (EC 3.5.4.10); phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) Involved in
TIGR00691	146.3297826	-0.157278655	0.248496354	-0.632921378	0.526784986	0.714231426	Cellular processes	Adaptations to atypical conditions	spoT_relA	"(p)ppGpp synthetase, RelA/SpoT family"	NA	"The functions of E. coli RelA and SpoT differ somewhat. RelA (EC 2.7.6.5) produces pppGpp (or ppGpp) from ATP and GTP (or GDP). SpoT (EC 3.1.7.2) degrades ppGpp, but may also act as a secondary ppGpp synthetase. The two proteins are strongly similar. In many species, a single homolog to SpoT and RelA appears reponsible for both ppGpp synthesis and ppGpp degradation."	"The functions of E. coli RelA and SpoT differ somewhat. RelA (EC 2.7.6.5) produces pppGpp (or ppGpp) from ATP and GTP (or GDP). SpoT (EC 3.1.7.2) degrades ppGpp, but may also act as a secondary ppGpp synthetase. The two proteins are strongly similar. In many species, a single homolog to SpoT and RelA appears reponsible for both ppGpp synthesis and ppGpp degradation. (p)ppGpp is a regulatory metabolite of the stringent response, but appears also to be involved in antibiotic biosynthesis in some species."
TIGR04053	19.43757339	-0.5706319	0.901840138	-0.632741742	0.526902306	0.714231426	Unknown function	Enzymes of unknown specificity	sam_11	"radical SAM protein, BA_1875 family"	NA	NA	"Members of this subfamily of the radical SAM domain superfamily show closer sequence relationships to peptide-modifying proteins of bacteriocin and PQQ biosynthesis than to other characterized radical SAM proteins. Within this subfamily, targets are likely to be diverse."
TIGR00393	13.87672121	0.215243544	0.34112034	0.63099006	0.528047024	0.714933025	Energy metabolism	Sugars	kpsF	KpsF/GutQ family protein	NA	NA	"This HMM describes a number of closely related proteins with the phosphosugar-binding domain SIS (Sugar ISomerase) followed by two copies of the CBS (named after Cystathionine Beta Synthase) domain. One is GutQ, a protein of the glucitol operon. Another is KpsF, a virulence factor involved in capsular polysialic acid biosynthesis in some pathogenic strains of E. coli."
TIGR01039	401.6309838	0.139684637	0.2222025	0.628636656	0.529586956	0.715596327	Energy metabolism	ATP-proton motive force interconversion	atpD	"ATP synthase, F1 beta subunit"	atpD	3.6.3.14	"The sequences of ATP synthase F1 alpha and beta subunits are related and both contain a nucleotide-binding site for ATP and ADP. They have a common amino terminal domain but vary at the C-terminus. The beta chain has catalytic activity, while the alpha chain is a regulatory subunit. Proton translocating ATP synthase,"
TIGR03540	30.10079044	-0.139392314	0.221849825	-0.628318342	0.529795418	0.715596327	NA	NA	DapC_direct	LL-diaminopimelate aminotransferase	NA	2.6.1.83	This clade of the PF00155 superfamily of aminotransferases includes several which are adjacent to elements of the lysine biosynthesis via diaminopimelate pathway (GenProp0125).
TIGR01007	15.65392918	-0.264148389	0.421044273	-0.627364879	0.530420084	0.715596327	Transport and binding proteins	"Carbohydrates, organic alcohols, and acids"	eps_fam	capsular exopolysaccharide family	NA	NA	This model describes the capsular exopolysaccharide proteins in bacteria. The exopolysaccharide gene cluster consists of several genes which encode a number of proteins which regulate the exoploysaccharide biosynthesis(EPS). Atleast 13 genes espA to espM in streptococcus species seem to direct the EPS proteins and all of which share high homology. Functional roles were characterized by gene disruption experiments which resulted in exopolysaccharide-deficient phenotypes.
TIGR02330	16.49409815	0.257227951	0.411530279	0.625052308	0.531936728	0.716794172	NA	NA	prpD	2-methylcitrate dehydratase	prpD	4.2.1.79	"Members of this family are bacterial proteins known or predicted to act as 2-methylcitrate dehydratase, an enzyme involved in the methylcitrate cycle of propionate catabolism. A related clade of archaeal proteins that may or may not be functionally equivalent is reserved for a future model and is excluded from this family. The PrpD enzyme of E. coli is responsible for the minor aconitase activity (AcnC) not accounted for by AcnA and AcnB."
TIGR03858	15.22835086	-0.204207302	0.327532047	-0.623472738	0.532973912	0.717343872	NA	NA	LLM_2I7G	"probable oxidoreductase, LLM family"	NA	1.-.-.-	"This HMM describes a highly conserved, somewhat broadly distributed family withing the luciferase-like monooxygenase (LLM) superfamily. Most members are from species incapable of synthesizing coenzyme F420, bound by some members of the LLM superfamily. Members, therefore, are more likely to use FMN as a cofactor."
TIGR03497	35.15287626	0.160285305	0.257956183	0.621366401	0.534358574	0.718359403	Cellular processes	Chemotaxis and motility	FliI_clade2	flagellar protein export ATPase FliI	fliI	3.6.3.14	Members of this protein family are the FliI protein of bacterial flagellum systems. This protein acts to drive protein export for flagellar biosynthesis. The most closely related family is the YscN family of bacterial type III secretion systems.
TIGR01063	224.7117874	0.067863756	0.109833183	0.617880265	0.536654269	0.720595838	DNA metabolism	"DNA replication, recombination, and repair"	gyrA	"DNA gyrase, A subunit"	gyrA	5.99.1.3	"This model describes the common type II DNA topoisomerase (DNA gyrase). Two apparently independently arising families, one in the Proteobacteria and one in Gram-positive lineages, are both designated toposisomerase IV."
TIGR01846	121.0559019	0.097996986	0.15884874	0.616920134	0.537287406	0.720597227	Protein fate	Protein and peptide secretion and trafficking	type_I_sec_HlyB	"type I secretion system ABC transporter, HlyB family"	NA	NA	"Type I protein secretion is a system in some Gram-negative bacteria to export proteins (often proteases) across both inner and outer membranes to the extracellular medium. This is one of three proteins of the type I secretion apparatus. Targeted proteins are not cleaved at the N-terminus, but rather carry signals located toward the extreme C-terminus to direct type I secretion."
TIGR01137	97.74830132	0.123469669	0.201140202	0.613848786	0.539315255	0.72246697	Amino acid biosynthesis	Serine family	cysta_beta	cystathionine beta-synthase	NA	4.2.1.22	Members of this family closely resemble cysteine synthase but contain an additional C-terminal CBS domain. The function of any bacterial member included in this family is proposed but not proven.
TIGR02446	16.21226956	0.228438373	0.373551527	0.611531093	0.54084804	0.723669913	Fatty acid and phospholipid metabolism	Degradation	FadI	"fatty oxidation complex, beta subunit FadI"	fadI	2.3.1.16	"This subunit of the FadJI complex has acetyl-CoA C-acyltransferase (EC 2.3.1.16) activity, and is also known as beta-ketothiolase and fatty oxidation complex, beta subunit, and YfcY. This protein is almost always located adjacent to FadJ (TIGR02440)."
TIGR03150	176.8222144	-0.095660417	0.156723279	-0.610377846	0.54161154	0.723841918	Fatty acid and phospholipid metabolism	Biosynthesis	fabF	beta-ketoacyl-acyl-carrier-protein synthase II	fabF	2.3.1.179	"3-oxoacyl-[acyl-carrier-protein] synthase 2 (KAS-II, FabF) is involved in the condensation step of fatty acid biosynthesis in which the malonyl donor group is decarboxylated and the resulting carbanion used to attack and extend the acyl group attached to the acyl carrier protein [1]. This model is based primarily on genes which are found in apparent operons with other essential genes of fatty acid biosynthesis (GenProp0681). FabB sequences should fall well below the noise cutoff of this model."
TIGR00576	10.47273561	0.214637469	0.356683736	0.601758497	0.547334905	0.730634417	"Purines, pyrimidines, nucleosides, and nucleotides"	2'-Deoxyribonucleotide metabolism	dut	"deoxyuridine 5-triphosphate nucleotidohydrolase (dut)
GS"	"deoxyuridine 5-triphosphate nucleotidohydrolase (dut)
GS"	"deoxyuridine 5-triphosphate nucleotidohydrolase (dut)
GS"	"deoxyuridine 5-triphosphate nucleotidohydrolase (dut)
GS"
TIGR00531	33.09026503	0.193413045	0.322752118	0.599261892	0.548998256	0.731142537	Fatty acid and phospholipid metabolism	Biosynthesis	BCCP	"acetyl-CoA carboxylase, biotin carboxyl carrier protein"	accB	NA	"This model is designed to identify biotin carboxyl carrier protein as a peptide of acetyl-CoA carboxylase. Scoring below the trusted cutoff is a related protein encoded in a region associated with polyketide synthesis in the prokaryote Saccharopolyspora hirsuta, and a reported chloroplast-encoded biotin carboxyl carrier protein that may be highly derived from the last common ancestral sequence. Scoring below the noise cutoff are biotin carboxyl carrier domains of other enzymes such as pyruvate carboxylase. The gene name is accB or fabE."
TIGR01661	13.29525689	-0.493871476	0.823284826	-0.59987924	0.548586719	0.731142537	NA	NA	ELAV_HUD_SF	ELAV/HuD family splicing factor	NA	NA	This model describes the ELAV/HuD subfamily of splicing factors found in metazoa. These proteins contain 3 RNA-recognition motifs (rrm: PF00076).
TIGR01395	8.093670341	0.243109004	0.408125729	0.595671839	0.551394475	0.7330273	Cellular processes	Chemotaxis and motility	FlgC	flagellar basal-body rod protein FlgC	flgC	NA	"This HMM represents FlgC, one of several components of bacterial flagella that share a domain described by Pfam HMM PF00460. FlgC is part of the basal body."
TIGR02249	21.34840879	-0.260879149	0.438293677	-0.595215405	0.551699494	0.7330273	DNA metabolism	"DNA replication, recombination, and repair"	integrase_gron	integron integrase	NA	NA	"Members of this family are integrases associated with integrons (and super-integrons), which are systems for incorporating and expressing cassettes of laterally transferred DNA. Incorporation occurs at an attI site. A super-integron, as in Vibrio sp., may include over 100 cassettes. This family belongs to the phage integrase family (PF00589) that also includes recombinases XerC (TIGR02224) and XerD (TIGR02225), which are bacterial housekeeping proteins. Within this family of integron integrases, some are designated by class, e.g. IntI4, a class 4 integron integrase from Vibrio cholerae N16961."
TIGR01329	25.64095414	0.170684128	0.289468466	0.589646709	0.55542753	0.733820481	NA	NA	cysta_beta_ly_E	"cystathionine beta-lyase, eukaryotic"	NA	4.4.1.8	"This HMM represents cystathionine beta-lyase (alternate name: beta-cystathionase), one of several pyridoxal-dependent enzymes of cysteine, methionine, and homocysteine metabolism. This enzyme is involved in the biosynthesis of Met from Cys."
TIGR00475	158.3718133	0.125145474	0.212675574	0.588433695	0.556241226	0.733820481	Protein synthesis	Translation factors	selB	selenocysteine-specific elongation factor SelB	selB	NA	"In prokaryotes, the incorporation of selenocysteine as the 21st amino acid, encoded by TGA, requires several elements: SelC is the tRNA itself, SelD acts as a donor of reduced selenium, SelA modifies a serine residue on SelC into selenocysteine, and SelB is a selenocysteine-specific translation elongation factor. 3-prime or 5-prime non-coding elements of mRNA have been found as probable structures for directing selenocysteine incorporation. This HMM describes the elongation factor SelB, a close homolog rf EF-Tu. It may function by replacing EF-Tu. A C-terminal domain not found in EF-Tu is in all SelB sequences in the seed alignment except that from Methanococcus jannaschii. This model does not find an equivalent protein for eukaryotes."
TIGR00922	284.3301477	0.109867481	0.185911623	0.590966177	0.554543084	0.733820481	Transcription	Transcription factors	nusG	transcription termination/antitermination factor NusG	nusG	NA	"NusG proteins are transcription factors which are aparrently universal in prokaryotes (archaea and eukaryotes have homologs that may have related functions). The function of all of these NusG proteins is likely to be the same at the level of interaction with RNA and other protein factors to affect termination; however different species may utilize NusG towards different processes and in combination with different suites of affector proteins. In E. coli, NusG promotes rho-dependent termination. It is an essential gene. In Streptomyces virginiae and related species, an additional N-terminal sequence is also present and is suggested to play a role in butyrolactone-mediated autoregulation. In Thermotoga maritima, NusG has a long insert, fails to substitute for E. coli NusG (with or without the long insert), is a large 0.7 % of total cellular protein, and has a general, sequence non-specific DNA and RNA binding activity that blocks ethidium staining, yet permits transcription. Archaeal proteins once termed NusG share the KOW domain but are actually a ribosomal protein corresponding to L24p in bacterial and L26e in eukaryotes (TIGR00405)."
TIGR00118	153.2707539	-0.069239019	0.117795345	-0.587790795	0.556672723	0.733820481	Amino acid biosynthesis	Pyruvate family	acolac_lg	"acetolactate synthase, large subunit, biosynthetic type"	ilvB	2.2.1.6	"Two groups of proteins form acetolactate from two molecules of pyruvate. The type of acetolactate synthase described in this model also catalyzes the formation of acetohydroxybutyrate from pyruvate and 2-oxobutyrate, an early step in the branched chain amino acid biosynthesis; it is therefore also termed In bacteria, this catalytic chain is associated with a smaller regulatory chain in an alpha2/beta2 heterotetramer.  Acetolactate synthase is a thiamine pyrophosphate enzyme. In this type, FAD and Mg++ are also found. Several isozymes of this enzyme are found in E. coli K12, one of which contains a frameshift in the large subunit gene and is not expressed."
TIGR02666	55.1171532	-0.143066681	0.242884551	-0.589031622	0.555840061	0.733820481	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Molybdopterin	moaA	"molybdenum cofactor biosynthesis protein A, bacterial"	moaA	NA	"The model for this family describes molybdenum cofactor biosynthesis protein A, or MoaA, as found in bacteria. It does not include the family of probable functional equivalent proteins from the archaea. MoaA works together with MoaC to synthesize precursor Z from guanine."
TIGR01520	34.72622988	-0.303310646	0.516063598	-0.58773889	0.556707568	0.733820481	Energy metabolism	Glycolysis/gluconeogenesis	FruBisAldo_II_A	"fructose-bisphosphate aldolase, class II, yeast/E. coli subtype"	fbaA	4.1.2.13	"Members of this family are class II examples of the glycolytic enzyme fructose-bisphosphate aldolase (FBA). This HMM represents one of two deeply split, architecturally distinct clades of the family that includes class II fructose-bisphosphate aldolases, tagatose-bisphosphate aldolases, and related uncharacterized proteins. This family is well-conserved and includes characterized FBA from Saccharomyces cerevisiae, Escherichia coli, and Corynebacterium glutamicum. Proteins outside the scope of this model may also be designated as class II fructose-bisphosphate aldolases, but are well separated in an alignment-based phylogenetic tree."
TIGR04266	9.2055718	-0.497836663	0.847240718	-0.587597659	0.556802382	0.733820481	NA	NA	NDMA_methanol	NDMA-dependent methanol dehydrogenase	mdo	1.1.99.37	"Members of this family belong to the iron-dependent alcohol dehydrogenase family (see PF00465). The NADP(H) cofactor is bound too tightly for exchange (although non-convalently), so enzymatic activity depends on a second substrate or electron carrier. The radical SAM-modified natural product mycofactocin is proposed to fill this role. In Rhodococcus erythropolis N9T-4, a role was shown for this protein in CO2 fixation during extreme oligotrophic (or possibly chemoautotrophic) growth."
TIGR00958	102.9061839	0.104435085	0.178179686	0.586122289	0.557793339	0.734277605	Transport and binding proteins	Other	3a01208	Conjugate Transporter-2 (CT2) Family protein	APT	NA	NA
TIGR03822	13.5635155	-0.213840831	0.367756464	-0.581474024	0.56092102	0.73754321	NA	NA	AblA_like_2	"lysine-2,3-aminomutase-related protein"	NA	5.4.3.-	"Members of this protein form a distinctive clade, homologous to lysine-2,3-aminomutase (of Bacillus, Clostridium, and methanogenic archaea) and likely similar in function. Members of this family are found in Rhodopseudomonas, Caulobacter crescentus, Bradyrhizobium, etc."
TIGR02489	7.507426479	0.274335471	0.473587048	0.579271481	0.562406006	0.738643832	NA	NA	flgE_epsilon	"flagellar hook protein FlgE, epsilon proteobacterial"	flgE	NA	"Members of this family are flagellar hook proteins, designated FlgE, as found in the epsilon subdivision of the Proteobacteria (Helicobacter, Wolinella, and Campylobacter). These proteins differ significantly in architecture from proteins designated FlgE in other lineages; the N-terminal and C-terminal domains are homologous, but members of this family only contain a large central domain that is surface-exposed and variable between strains."
TIGR01411	223.5507654	-0.153381846	0.265744959	-0.57717688	0.563819974	0.739648757	Protein fate	Protein and peptide secretion and trafficking	tatAE	"twin arginine-targeting protein translocase, TatA/E family"	tatA	NA	"This HMM distinguishes TatA/E from the related TatB, but does not distinguish TatA from TatE. The Tat (twin-arginine translocation) system is a Sec-independent exporter for folded proteins, often with a redox cofactor already bound, across the bacterial inner membrane. Functionally equivalent systems are found in the chloroplast and some in archaeal species. The signal peptide recognized by the Tat system is modeled by TIGR01409."
TIGR01068	507.7239284	0.114361598	0.200627084	0.570020735	0.568663635	0.741735175	Energy metabolism	Electron transport	thioredoxin	thioredoxin	trxA	NA	"Several proteins, such as protein disulfide isomerase, have two or more copies of a domain closely related to thioredoxin. This model is designed to recognize authentic thioredoxin, a small protein that should be hit exactly once by this HMM. Any protein that hits once with a score greater than the second (per domain) trusted cutoff may be taken as thioredoxin."
TIGR01973	84.7797494	-0.148943226	0.260269485	-0.57226542	0.567142173	0.741735175	Energy metabolism	Electron transport	NuoG	"NADH-quinone oxidoreductase, chain G"	nuoG	1.6.99.5	"This HMM represents the G subunit (one of 14: A->N) of the NADH-quinone oxidoreductase complex I which generally couples NADH and ubiquinone oxidation/reduction in bacteria and mammalian mitochondria while translocating protons, but may act on NADPH and/or plastoquinone in cyanobacteria and plant chloroplasts."
TIGR04316	39.32087104	-0.22056223	0.386471234	-0.570708012	0.568197587	0.741735175	NA	NA	dhbA_paeA	"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase"	NA	1.3.1.28	"Members of this family are 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28), the third enzyme in the biosynthesis of 2,3-dihydroxybenzoic acid (DHB) from chorismate. The first two enzymes are isochorismate synthase (EC 5.4.4.2) and isochorismatase (EC 3.3.2.1). Synthesis is often followed by adenylation by the enzyme DHBA-AMP ligase (EC 2.7.7.58) to activate (DHB) for a non-ribosomal peptide synthetase."
TIGR03470	117.7994039	-0.223918463	0.392587483	-0.570365772	0.568429639	0.741735175	NA	NA	HpnH	hopanoid biosynthesis associated radical SAM protein HpnH	hpnH	NA	The sequences represented by this model are members of the radical SAM superfamily of enzymes (PF04055).
TIGR03440	29.20507626	-0.227289337	0.397939626	-0.571165379	0.567887544	0.741735175	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Glutathione and analogs	egtB_TIGR03440	ergothioneine biosynthesis protein EgtB	egtB	NA	"Members of this family include EgtB, and enzyme of the ergothioneine biosynthesis, as found in numerous Actinobacteria. Characterized homologs to this family include a formylglycine-generating enzyme that serves as a maturase for an aerobic sulfatase (cf. the radical SAM enzymes that serve as anaerobic sulfatase maturases)."
TIGR02965	20.35263519	0.202587025	0.356125655	0.568863889	0.569448513	0.741910063	"Purines, pyrimidines, nucleosides, and nucleotides"	Other	xanthine_xdhB	"xanthine dehydrogenase, molybdopterin binding subunit"	xdhB	1.17.1.4	"Members of the protein family are the molybdopterin-containing large subunit (or, in, eukaryotes, the molybdopterin-binding domain) of xanthine dehydrogenase, and enzyme that reduces the purine pool by catabolizing xanthine to urate. This model is based primarily on bacterial sequences; it does not manage to include all eukaryotic xanthine dehydrogenases and thereby discriminate them from the closely related enzyme aldehyde dehydrogenase."
TIGR02954	39.26704648	-0.241527204	0.426704257	-0.566029516	0.571373716	0.743568535	NA	NA	Sig70_famx3	"RNA polymerase sigma-70 factor, TIGR02954 family"	NA	NA	This group of sigma factors are members of the sigma-70 family (TIGR02937).
TIGR00392	96.38043904	-0.119316448	0.212884983	-0.560473764	0.57515633	0.747637647	Protein synthesis	tRNA aminoacylation	ileS	isoleucyl-tRNA synthetase	ileS	6.1.1.5	"The isoleucyl tRNA synthetase (IleS) is a class I amino acyl-tRNA ligase and is particularly closely related to the valyl tRNA synthetase. This HMM may recognize IleS from every species, including eukaryotic cytosolic and mitochondrial forms."
TIGR02316	67.83502888	0.142947784	0.255638723	0.559178914	0.576039622	0.747932995	NA	NA	propion_prpE	propionate--CoA ligase	prpE	6.2.1.17	"This family contains one of three readily separable clades of proteins in the group of acetate and propionate--CoA ligases. Characterized members of this family act on propionate. From propionyl-CoA, there is a cyclic degradation pathway: it is ligated by PrpC to the TCA cycle intermediate oxaloacetate, acted upon further by PrpD and an aconitase, then cleaved by PrpB to pyruvate and the TCA cycle intermediate succinate."
TIGR02982	184.4635446	-0.126747672	0.229803698	-0.551547574	0.581258364	0.753850437	NA	NA	heterocyst_DevA	"ABC exporter ATP-binding subunit, DevA family"	NA	NA	"Members of this protein family are found mostly in the Cyanobacteria, but also in the Planctomycetes. Cyanobacterial examples are involved in heterocyst formation, by which some fraction of members of the colony undergo a developmental change and become capable of nitrogen fixation. The DevBCA proteins are thought export of either heterocyst-specific glycolipids or an enzyme essential for formation of the laminated layer found in heterocysts."
TIGR02673	230.2507775	-0.113519169	0.206945752	-0.548545537	0.583317371	0.755661139	Cellular processes	Cell division	FtsE	cell division ATP-binding protein FtsE	ftsE	NA	"This model describes FtsE, a member of the ABC transporter ATP-binding protein family. This protein, and its permease partner FtsX, localize to the division site. In a number of species, the ftsEX gene pair is located next to FtsY, the signal recognition particle-docking protein."
TIGR03072	26.50041998	0.147606319	0.269561248	0.547579892	0.583980399	0.755661357	Protein synthesis	Translation factors	release_prfH	putative peptide chain release factor H	prfH	NA	"Members of this protein family are bacterial proteins homologous to peptide chain release factors 1 (RF-1, product of the prfA gene), and 2 (RF-2, product of the prfB gene). The member from Escherichia coli K-12, designated prfH, appears to be a pseudogene. This class I release factor is always found as the downstream gene of a two-gene operon."
TIGR03562	55.34206917	0.199585748	0.365621328	0.545881031	0.585147718	0.756313377	Cellular processes	Detoxification	osmo_induc_OsmC	"peroxiredoxin, OsmC subfamily"	NA	NA	"Pfam model PF02566, OsmC-like protein, contains several deeply split clades of homologous proteins. The clade modeled here includes the protein OsmC, or osmotically induced protein C. The member from Thermus thermophilus was shown to have hydroperoxide peroxidase activity. In many species, this protein is induced by stress and helps resist oxidative stress."
TIGR02944	17.61951162	0.231281037	0.424890462	0.544330969	0.586213739	0.75683314	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other	suf_reg_Xantho	"FeS assembly SUF system regulator, gammaproteobacterial"	NA	NA	"The SUF system is an oxygen-resistant iron-sulfur cluster assembly system found in both aerobes and facultative anaerobes. Its presence appears to be a marker of oxygen tolerance; strict anaerobes and microaerophiles tend to have different FeS cluster biosynthesis systems. Members of this protein family belong to the rrf2 family of transcriptional regulators and are found, typically, as the first gene of a SUF operon. It is found only in a subset of genomes that encode the SUF system, including the genus Xanthomonas. The conserved location suggests an autoregulatory role."
TIGR01208	15.11404367	-0.178477109	0.329397198	-0.541829471	0.587935987	0.758197992	NA	NA	rmlA_long	"glucose-1-phosphate thymidylylransferase, long form"	NA	2.7.7.24	"The family of known and putative glucose-1-phosphate thymidyltransferase (also called dTDP-glucose synthase) shows a deep split into a short form (see TIGR01207) and a long form described by this model. The homotetrameric short form is found in numerous bacterial species that incorporate dTDP-L-rhamnose, which it helps synthesize, into the cell wall. It is subject to feedback inhibition. This form, in contrast, is found in many species for which it serves as a sugar-activating enzyme for antibiotic biosynthesis and or other, unknown pathways, and in which dTDP-L-rhamnose is not necessarily produced. Alternate name: dTDP-D-glucose synthase"
