	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj																															
TIGR03457	27.91225869	0.17948709	0.386102188	0.464869395	0.642024989	0.782705008	Central intermediary metabolism	Other	sulphoacet_xsc	sulfoacetaldehyde acetyltransferase	xsc	2.3.3.15	"Members of this protein family are sulfoacetaldehyde acetyltransferase, an enzyme of taurine utilization. Taurine, or 2-aminoethanesulfonate, can be used by bacteria as a source of carbon, nitrogen, and sulfur."																								
TIGR02969	30.76133157	-0.453814538	0.481276104	-0.9429401	0.345711542	0.529424802	NA	NA	mam_aldehyde_ox	aldehyde oxidase	NA	1.2.3.1	"Members of this family are mammalian aldehyde oxidase (EC 1.2.3.1) isozymes, closely related to xanthine dehydrogenase/oxidase."																								
TIGR00955	38.23234226	-0.485641478	0.346751943	-1.400544359	0.16135037	0.315522006	Transport and binding proteins	Other	3a01204	The Eye Pigment Precursor Transporter (EPP) Family protein	NA	NA	NA																								
TIGR01820	40.34192629	0.36113241	0.308776847	1.169557932	0.242178915	0.410871552	Amino acid biosynthesis	Aromatic amino acid family	TrpE-arch	"anthranilate synthase component I, archaeal clade"	trpE	4.1.3.27	This model represents an archaeal clade of anthranilate synthase component I enzymes. The Sulfolobus enzyme has been reported to be part of a gene cluster for Trp biosynthesis [1]																								
TIGR01260	46.2710481	1.148241913	0.369342689	3.108879496	0.001877983	0.010297153	Energy metabolism	ATP-proton motive force interconversion	ATP_synt_c	"ATP synthase, F0 subunit c"	atpE	3.6.3.14	"This model describes the subunit c in F1/F0-ATP synthase, a membrane associated multisubunit"																								
TIGR01650	46.29573251	0.216584765	0.381668798	0.56746783	0.570396377	0.728233845	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	PD_CobS	"cobaltochelatase, CobS subunit"	cobS	6.6.1.2	"This model describes Pseudomonas denitrificans CobS gene product, which is a cobalt chelatase subunit that functions in cobalamin biosynthesis. Cobalamin (vitamin B12) can be synthesized via several pathways, including an aerobic pathway (found in Pseudomonas denitrificans) and an anaerobic pathway (found in P. shermanii and Salmonella typhimurium). This model describes the aerobic cobalamin pathway Pseudomonas denitrificans CobS gene product, which is a cobalt chelatase subunit, with a MW ~37 kDa [4]."																								
TIGR03989	41.34848203	0.261350091	0.308724689	0.846547426	0.397247429	0.578787974	Unknown function	Enzymes of unknown specificity	Rxyl_3153	"NDMA-dependent alcohol dehydrogenase, Rxyl_3153 family"	NA	1.1.99.36	"This HMM describes a clade within the family PF00107 of zinc-binding dehydrogenases. The family PF00107 contains class III alcohol dehydrogenases, including enzymes designated S-(hydroxymethyl)glutathione dehydrogenase and NAD/mycothiol-dependent formaldehyde dehydrogenase. Members of the current family occur only in species that contain the very small protein mycofactocin (TIGR03969), a possible cofactor precursor, and radical SAM protein TIGR03962. We name this family for Rxyl_3153, where the lone member of the family co-clusters with these markers in Rubrobacter xylanophilus."																								
TIGR02313	25.06230094	0.542907371	0.328012011	1.655144789	0.097895131	0.223114406	NA	NA	HpaI-NOT-DapA	"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase"	hpaI	4.1.2.-	This model represents a subset of the DapA (dihydrodipicolinate synthase) family which has apparently evolved a separate function.																								
TIGR01661	5.97066501	-0.600860274	0.947999747	-0.633819023	0.526198937	0.693653651	NA	NA	ELAV_HUD_SF	ELAV/HuD family splicing factor	NA	NA	This model describes the ELAV/HuD subfamily of splicing factors found in metazoa. These proteins contain 3 RNA-recognition motifs (rrm: PF00076).																								
TIGR02324	20.93981162	0.053269633	0.505047475	0.105474506	0.915999299	0.959894614	NA	NA	CP_lyasePhnL	phosphonate C-P lyase system protein PhnL	phnL	NA	"Members of this family are the PhnL protein of C-P lyase systems for utilization of phosphonates. These systems resemble phosphonatase-based systems in having a three component ABC transporter, where TIGR01097 is the permease, TIGR01098 is the phosphonates binding protein, and TIGR02315 is the ATP-binding cassette (ABC) protein. They differ, however, in having, typically, ten or more additional genes, many of which are believed to form a membrane-associated C-P lysase complex."																								
TIGR02944	20.0574087	-0.033144051	0.438764192	-0.075539554	0.939785428	0.97579004	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other	suf_reg_Xantho	"FeS assembly SUF system regulator, gammaproteobacterial"	NA	NA	"The SUF system is an oxygen-resistant iron-sulfur cluster assembly system found in both aerobes and facultative anaerobes. Its presence appears to be a marker of oxygen tolerance; strict anaerobes and microaerophiles tend to have different FeS cluster biosynthesis systems. Members of this protein family belong to the rrf2 family of transcriptional regulators and are found, typically, as the first gene of a SUF operon. It is found only in a subset of genomes that encode the SUF system, including the genus Xanthomonas. The conserved location suggests an autoregulatory role."																								
TIGR01464	37.54730294	-0.108120997	0.400033482	-0.270279867	0.786944953	0.890019762	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	hemE	uroporphyrinogen decarboxylase	hemE	4.1.1.37	"This HMM represents uroporphyrinogen decarboxylase (HemE), which converts uroporphyrinogen III to coproporphyrinogen III. This step takes the pathway toward protoporphyrin IX, a common precursor of both heme and chlorophyll, rather than toward precorrin 2 and its products."																								
TIGR03240	38.20971641	1.201214693	0.334062156	3.595782016	0.000323419	0.002549167	Energy metabolism	Amino acids and amines	arg_catab_astD	succinylglutamate-semialdehyde dehydrogenase	astD	1.2.1.71	"Members of this protein family are succinylglutamic semialdehyde dehydrogenase (EC 1.2.1.71), the fourth enzyme in the arginine succinyltransferase (AST) pathway for arginine catabolism."																								
TIGR03098	17.0334401	0.701301899	0.443533805	1.581168993	0.113839403	0.248476389	NA	NA	ligase_PEP_1	"acyl-CoA ligase (AMP-forming), exosortase A-associated"	NA	NA	This group of proteins contains an AMP-binding domain (PF00501) associated with acyl CoA-ligases.																								
TIGR00878	37.97143	0.89919142	0.354425301	2.537040716	0.011179395	0.04173886	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	purM	phosphoribosylaminoimidazole synthetase	purM	6.3.3.1	"Alternate name: phosphoribosylformylglycinamidine cyclo-ligase; AIRS; AIR synthase This enzyme is found as a homodimeric monofunctional protein in prokaryotes and as part of a larger, multifunctional protein, sometimes with two copies of this enzyme in tandem, in eukaryotes."																								
TIGR01858	22.70052296	2.35932642	0.63840857	3.695637134	0.000219336	0.001817127	NA	NA	tag_bisphos_ald	"class II aldolase, tagatose bisphosphate family"	NA	4.1.2.-	"This HMM describes tagatose-1,6-bisphosphate aldolases, and perhaps other closely related class II aldolases. This tetrameric, Zn2+-dependent enzyme is related to the class II fructose bisphosphate aldolase; fructose 1,6-bisphosphate and tagatose 1,6 bisphosphate differ only in chirality at C4."																								
TIGR02389	14.72867648	0.303849764	0.486497558	0.624565857	0.532256034	0.700012282	Transcription	DNA-dependent RNA polymerase	RNA_pol_rpoA2	"DNA-directed RNA polymerase, subunit A"	rpoA2	2.7.7.6	This family consists of the archaeal A subunit of the DNA-directed RNA polymerase. The example from Methanocaldococcus jannaschii contains an intein.																								
TIGR01737	43.24058232	-0.974785929	0.285192518	-3.417992643	0.000630848	0.004309848	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	FGAM_synth_I	phosphoribosylformylglycinamidine synthase I	purQ	6.3.5.3	"In some species, phosphoribosylformylglycinamidine synthase is composed of a single polypeptide chain. This HMM describes the PurQ protein of Bacillus subtilis (where PurL, PurQ, and PurS are required for phosphoribosylformylglycinamidine synthase activity) and functionally equivalent proteins from other bacteria and archaea."																								
TIGR03079	0.129446608	-1.428961527	3.10884111	-0.459644439	0.645771456	0.784408881	NA	NA	CH4_NH3mon_ox_B	"methane monooxygenase/ammonia monooxygenase, subunit B"	NA	1.14.13.25	"Both ammonia oxidizers such as Nitrosomonas europaea and methanotrophs (obligate methane oxidizers) such as Methylococcus capsulatus each can grow only on their own characteristic substrate. However, both groups have the ability to oxidize both substrates, and so the relevant enzymes must be named here according to their ability to oxidze both. The protein family represented here reflects subunit B of both the particulate methane monooxygenase of methylotrophs and the ammonia monooxygenase of nitrifying bacteria."																								
TIGR00957	51.13251299	-1.575758469	0.325179877	-4.845805598	1.26E-06	2.81E-05	Transport and binding proteins	Other	MRP_assoc_pro	multi drug resistance-associated protein (MRP)	NA	NA	"This model describes multi drug resistance-associated protein (MRP) in eukaryotes. The multidrug resistance-associated protein is an integral membrane protein that causes multidrug resistance when overexpressed in mammalian cells. It belongs to ABC transporter superfamily. The protein topology and function was experimentally demonstrated by epitope tagging and immunofluorescence. Insertion of tags in the critical regions associated with drug efflux, abrogated its function. The C-terminal domain seem to highly conserved."																								
TIGR03438	60.28733854	-0.277212321	0.332188753	-0.834502427	0.40399792	0.585213621	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Glutathione and analogs	egtD_ergothio	dimethylhistidine N-methyltransferase	egtD	2.1.1.44	This model represents a distinct set of uncharacterized proteins found in the bacteria. Analysis by PSI-BLAST shows remote sequence homology to methyltransferases																								
TIGR01925	10.36641834	3.724120056	1.035227486	3.597392945	0.000321423	0.002549167	Regulatory functions	Protein interactions	spIIAB	anti-sigma F factor	spoIIAB	2.7.11.1	"This model describes the SpoIIAB anti-sigma F factor. Sigma F regulates spore development in B subtilis. SpoIIAB binds to sigma F, preventing formation of the transcription complex at the promoter.[1] SpoIIAA (anti-anti-sigma F factor) binds to SpoIIAB to inhibit association with sigma F, however SpoIIAB can phosphorylate SpoIIAA, causing disassociation of the SpoIIAA/B complex.[2] The SpoIIE phosphatase dephosphorylates SpoIIAA."																								
TIGR00194	31.9502085	0.913271511	0.398071736	2.29423852	0.021776802	0.071456875	DNA metabolism	"DNA replication, recombination, and repair"	uvrC	"excinuclease ABC, C subunit"	uvrC	3.1.25.-	"This family consists of the DNA repair enzyme UvrC, an ABC excinuclease subunit which interacts with the UvrA/UvrB complex to excise UV-damaged nucleotide segments."																								
TIGR02317	33.82048181	0.723351832	0.411521257	1.75775083	0.078789915	0.18708484	NA	NA	prpB	methylisocitrate lyase	prpB	4.1.3.30	"Members of this family are methylisocitrate lyase, also called (2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase. This enzyme acts in propionate metabolism. It cleaves a carbon-carbon bond to convert 2-methylisocitrate to pyruvate plus succinate. Some members of this family have been annotated, incorrectly it seems, as the related protein carboxyphosphoenolpyruvate phosphomutase, which is involved in synthesizing the antibiotic bialaphos in Streptomyces hygroscopicus."																								
TIGR00419	35.34298127	-0.457367064	0.371034967	-1.232679138	0.217695498	0.384268104	Energy metabolism	Glycolysis/gluconeogenesis	tim	triosephosphate isomerase	tpiA	5.3.1.1	Triosephosphate isomerase (tim/TPIA) is the glycolytic enzyme that catalyzes																								
TIGR03513	74.46950588	-3.9789558	0.922863312	-4.311533191	1.62E-05	0.000227177	Cellular processes	Chemotaxis and motility	GldL_gliding	gliding motility-associated protein GldL	gldL	NA	"This protein family, GldL, is named for the member from Flavobacterium johnsoniae, which is required for a type of rapid gliding motility found in certain members of the Bacteriodetes. However, members are found also in several members of the Bacteriodetes that appear not to be motile"																								
TIGR01497	29.58936956	-0.863282791	0.335657831	-2.571913156	0.010113826	0.038685286	Transport and binding proteins	Cations and iron carrying compounds	kdpB	"K+-transporting ATPase, B subunit"	kdpB	3.6.3.12	"This model describes the P-type ATPase subunit of the complex responsible for translocating potassium ions across biological membranes in microbes. The potassium P-type ATPases have been characterized as Type IA based on a phylogenetic analysis which places this clade closest to the heavy-metal translocating ATPases (Type IB) [4]. This model is very clear-cut, with a strong break between trusted hits and noise."																								
TIGR03520	35.33144176	-0.378872156	0.36286235	-1.044120881	0.296429466	0.475880402	NA	NA	GldE	gliding motility-associated protein GldE	gldE	NA	"Members of this protein family are exclusive to the Bacteroidetes phylum (previously Cytophaga-Flavobacteria-Bacteroides). GldC is a protein linked to a type of rapid surface gliding motility found in certain Bacteroidetes, such as Flavobacterium johnsoniae and Cytophaga hutchinsonii. GldE was discovered because of its adjacency to GldD in F. johnsonii."																								
TIGR02402	39.14960248	0.691570823	0.366609961	1.886393978	0.059241884	0.148506552	Energy metabolism	Biosynthesis and degradation of polysaccharides	trehalose_TreZ	malto-oligosyltrehalose trehalohydrolase	treZ	3.2.1.141	"Members of this family are the trehalose biosynthetic enzyme malto-oligosyltrehalose trehalohydrolase, formally known as 4-alpha-D-{(1->4)-alpha-D-glucano}trehalose trehalohydrolase (EC 3.2.1.141). It is the TreZ protein of the TreYZ pathway for trehalose biosynthesis, and alternative to the OtsAB system."																								
TIGR01524	26.0858448	0.420008557	0.651724473	0.644457242	0.519278976	0.689335248	Transport and binding proteins	Cations and iron carrying compounds	ATPase-IIIB_Mg	magnesium-translocating P-type ATPase	mgtA	3.6.3.2	"This HMM describes the magnesium translocating P-type ATPase found in a limited number of bacterial species and best described in Salmonella typhimurium, which contains two isoforms [1]. The magnesium ATPases have been classified as type IIIB by a phylogenetic analysis [2]."																								
TIGR03447	35.59213973	0.734863452	0.29183082	2.518114612	0.011798492	0.043337504	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Glutathione and analogs	mycothiol_MshC	cysteine--1-D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase	mshC	6.3.1.13	"Members of this protein family are MshC, l-cysteine:1-D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase, an enzyme that uses ATP to ligate a Cys residue to a mycothiol precursor molecule, in the second to last step in mycothiol biosynthesis. This enzyme shows considerable homology to Cys--tRNA ligases, and many instances are misannotated as such. Mycothiol is found in Mycobacterium tuberculosis, Corynebacterium glutamicum, Streptomyces coelicolor, and various other members of the Actinobacteria. Mycothiol is an analog to glutathione."																								
TIGR01517	34.81166461	-0.92549019	0.452304298	-2.046167138	0.040739929	0.113332892	NA	NA	ATPase-IIB_Ca	plasma-membrane calcium-translocating P-type ATPase	NA	3.6.3.8	"This model describes the P-type ATPase responsible for translocating calcium ions across the plasma membrane of eukaryotes [1], out of the cell. In humans and mice, at least, there are multiple isoforms of the PMCA pump with overlapping but not redundant functions. The calcium P-type ATPases have been characterized as Type IIB based on a phylogenetic analysis which distinguishes this group from the Type IIA SERCA calcium pump [4]."																								
TIGR01810	43.37475588	0.601537121	0.353260532	1.702814403	0.088602807	0.206074151	Cellular processes	Adaptations to atypical conditions	betA	choline dehydrogenase	betA	1.1.99.1	"Choline dehydrogenase catalyzes the conversion of exogenously supplied choline into the intermediate glycine betaine aldehyde, as part of a two-step oxidative reaction leading to the formation of osmoprotectant betaine. This enzymatic system can be found in both gram-positive and gram-negative bacteria. As in Escherichia coli [1], Staphylococcus xylosus [2], and Sinorhizobium meliloti [3], this enzyme is found associated in a transciptionally co-induced gene cluster with betaine aldehyde dehydrogenase, the second catalytic enzyme in this reaction. Other gram-positive organisms have been shown to employ a different enzymatic system, utlizing a soluable choline oxidase or type III alcohol dehydrogenase instead of choline dehydrogenase [4]. This enzyme is a member of the GMC oxidoreductase family (PF00732 and PF05199), sharing a common evoluntionary origin and enzymatic reaction with alcohol dehydrogenase [5]. Outgrouping from this model, Caulobacter crescentus shares sequence homology with choline dehydrogenase, yet other genes participating in this enzymatic reaction have not currently been identified."																								
TIGR03361	32.88452198	-0.841686025	0.428264631	-1.965340971	0.049374787	0.13002409	NA	NA	VI_Rhs_Vgr	type VI secretion system Vgr family protein	NA	NA	"Members of this protein family belong to the Rhs element Vgr protein family (see TIGR01646), but furthermore all are found in genomes with type VI secretion loci. However, members of this protein family, although recognizably correlated to type VI secretion according the partial phylogenetic profiling algorithm, are often found far the type VI secretion locus."																								
TIGR01124	37.14961473	1.26753572	0.370773781	3.418622846	0.000629389	0.004309848	Amino acid biosynthesis	Pyruvate family	ilvA_2Cterm	"threonine ammonia-lyase, biosynthetic, long form"	ilvA	4.3.1.19	"This model describes a form of threonine ammonia-lyase, a pyridoxal-phosphate dependent enzyme, with two copies of the threonine dehydratase C-terminal domain (Pfam:PF00585). Members with known function participate in isoleucine biosynthesis and are inhibited by isoleucine. Alternate name: threonine deaminase, threonine dehydratase. Forms scoring between the trusted and noise cutoff tend to branch with this subgroup of threonine ammonia-lyase phylogenetically but have only a single copy of the C-terminal domain."																								
TIGR02280	19.62730046	-0.096001074	0.449390773	-0.213624934	0.830839554	0.910370659	NA	NA	PaaB1	phenylacetate degradation probable enoyl-CoA hydratase paaB	paaB	4.2.1.17	This family of proteins are found within apparent operons for the degradation of phenylacetic acid [1].																								
TIGR00223	22.60793846	0.584051167	0.433761462	1.346480079	0.178147741	0.336383945	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	panD	L-aspartate-alpha-decarboxylase	panD	4.1.1.11	"Members of this family are aspartate 1-decarboxylase, the enzyme that makes beta-alanine and C02 from aspartate. Beta-alanine is then used to make the vitamin pantothenate, from which coenzyme A is made. Aspartate 1-decarboxylase is synthesized as a proenzyme, then cleaved to an alpha (C-terminal) and beta (N-terminal) subunit with a pyruvoyl group."																								
TIGR02068	25.57145497	-0.275064118	0.469877755	-0.585395063	0.558282108	0.720057036	Cellular processes	Biosynthesis of natural products	cya_phycin_syn	cyanophycin synthetase	cphA	6.3.2.29 6.3.2.30	"Cyanophycin is an insoluble storage polymer for carbon, nitrogen, and energy, found in most Cyanobacteria. The polymer has a backbone of L-aspartic acid, with most Asp side chain carboxyl groups attached to L-arginine. The polymer is made by this enzyme, cyanophycin synthetase, and degraded by cyanophycinase. Heterologously expressed cyanophycin synthetase in E. coli produces a closely related, water-soluble polymer with some Arg replaced by Lys. It is unclear whether enzymes that produce soluble cyanophycin-like polymers in vivo in non-Cyanobacterial species should be designated as cyanophycin synthetase itself or as a related enzyme. This model makes the designation as cyanophycin synthetase. Cyanophycin synthesis is analogous to polyhydroxyalkanoic acid (PHA) biosynthesis, except that PHA polymers lack nitrogen and may be made under nitrogen-limiting conditions."																								
TIGR02615	23.62328503	-0.043027595	0.3046482	-0.141236989	0.887682726	0.944254821	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	spoVE	stage V sporulation protein E	spoVE	NA	"This model represents an exception within the members of the FtsW model TIGR02614. This exception occurs only in endospore-forming genera such as Bacillus, Geobacillus, and Oceanobacillus. Like FtsW, members are found in a peptidoglycan operon context, but in these genera they part of a larger set of paralogs (not just the pair FtsW and RodA) and are required specifically for sporulation, not for viability."																								
TIGR01382	59.19754353	-0.423938954	0.302813964	-1.399998031	0.161513908	0.315522006	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	PfpI	"intracellular protease, PfpI family"	NA	NA	"The member of this family from Pyrococcus horikoshii has been solved to 2 Angstrom resolution. It is an ATP-independent intracellular protease that crystallizes as a hexameric ring. Cys-101 is proposed as the active site residue in a catalytic triad with the adjacent His-102 and a Glu residue from an adjacent monomer. A member of this family from Bacillus subtilis, GSP18, has been shown to be expressed in response to several forms of stress. A role in the degradation of small peptides has been suggested. A closely related family consists of the thiamine biosynthesis protein ThiJ and its homologs."																								
TIGR00181	15.33873616	0.816264275	0.456522785	1.788003362	0.073775465	0.176656442	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	pepF	oligoendopeptidase F	pepF	3.4.24.-	"This family represents the oligoendopeptidase F clade of the family of larger M3 or thimet (for thiol-dependent metallopeptidase) oligopeptidase family. Lactococcus lactis PepF hydrolyzed peptides of 7 and 17 amino acids with fairly broad specificity. The homolog of lactococcal PepF in group B Streptococcus was named PepB (PMID:8757883), with the name difference reflecting a difference in species of origin rather activity; substrate profiles were quite similar."																								
TIGR01088	32.26704967	0.729791046	0.344006909	2.121442992	0.033884541	0.099377141	Amino acid biosynthesis	Aromatic amino acid family	aroQ	"3-dehydroquinate dehydratase, type II"	aroQ	4.2.1.10	"This HMM specifies the type II enzyme. The type I enzyme, often found as part of a multifunctional protein, is described by TIGR01093."																								
TIGR00004	43.65134591	0.040754812	0.374555684	0.10880842	0.913354445	0.959894614	Cellular processes	Other	TIGR00004	reactive intermediate/imine deaminase	NA	NA	"This protein was described initially as an inhibitor of protein synthesis intiation, then as an endoribonuclease active on single-stranded mRNA, endoribonuclease L-PSP. Members of this family, conserved in all domains of life and often with several members per bacterial genome, appear to catalyze a reaction that minimizes toxic by-products from reactions catalyzed by pyridoxal phosphate-dependent enzymes."																								
TIGR00971	43.14749852	0.697282665	0.518177073	1.345645536	0.178416859	0.336383945	Transport and binding proteins	Anions	3a0106s03	sulfate/thiosulfate-binding protein	NA	NA	"This HMM describes binding proteins functionally associated with the sulfate ABC transporter. In the model bacterium E. coli, two different members work with the same transporter; mutation analysis says each enables the uptake of both sulfate and thiosulfate. In many species, a single binding protein is found, and may be referred to in general terms as a sulfate ABC transporter sulfate-binding protein."																								
TIGR01175	17.2056377	-0.54324107	0.413872561	-1.312580541	0.18932433	0.350543417	NA	NA	pilM	type IV pilus assembly protein PilM	NA	NA	"This protein is required for the assembly of the type IV fimbria in Pseudomonas aeruginosa responsible for twitching motility, and for a similar pilus-like structure in Synechocystis. It is also found in species such as Deinococcus described as having natural transformation (for which a type IV pilus-like structure is proposed) but not fimbria."																								
TIGR01141	35.40548319	-0.435596501	0.336966377	-1.292700196	0.19611477	0.358438428	Amino acid biosynthesis	Histidine family	hisC	histidinol-phosphate aminotransferase	hisC	2.6.1.9	Alternate names: histidinol-phosphate transaminase; imidazole acetol-phosphate transaminase Histidinol-phosphate aminotransferase is a pyridoxal-phosphate dependent enzyme.																								
TIGR02273	32.5337294	1.611216361	0.47148319	3.417335748	0.000632372	0.004309848	Transcription	RNA processing	16S_RimM	16S rRNA processing protein RimM	rimM	NA	"This family consists of the bacterial protein RimM (YfjA, 21K), a 30S ribosomal subunit-binding protein implicated in 16S ribsomal RNA processing. It has been partially characterized in Escherichia coli, is found with other translation-associated genes such as trmD. It is broadly distributed among bacteria, including some minimal genomes such the aphid endosymbiont Buchnera aphidicola. The protein contains a PRC-barrel domain that it shares with other protein families (PF05239) and a unique domain (PF01782). This model describes the full-length protein. A member from Arabidopsis (plant) has additional N-terminal sequence likely to represent a chloroplast transit peptide."																								
TIGR00180	30.41339846	-0.25485033	0.308383881	-0.826406131	0.408573747	0.588425832	NA	NA	parB_part	ParB/RepB/Spo0J family partition protein	NA	NA	"This HMM represents the most well-conserved core of a set of chromosomal and plasmid partition proteins related to ParB, including Spo0J, RepB, and SopB. Spo0J has been shown to bind a specific DNA sequence that, when introduced into a plasmid, can serve as partition site. Study of RepB, which has nicking-closing activity, suggests that it forms a transient protein-DNA covalent intermediate during the strand transfer reaction."																								
TIGR01891	31.0291796	-0.066064224	0.338411683	-0.195218508	0.84522189	0.91801612	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	amidohydrolases	amidohydrolase	NA	NA	This model represents a subfamily of amidohydrolases which are a subset of those sequences detected by PF01546.																								
TIGR00581	28.33379838	-0.031315601	0.29756928	-0.105238018	0.916186945	0.959894614	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Molybdopterin	moaC	molybdenum cofactor biosynthesis protein MoaC	moaC	NA	"MoaC catalyzes an early step in molybdenum cofactor biosynthesis in E. coli. The Arabidopsis homolog Cnx3 complements MoaC deficiency in E. coli (MUID:95197640). Eukarotic members of this family branch within the bacterial branch, with the archaeal members as an apparent outgroup. This protein is absent in a number of the pathogens with smaller genomes, including Mycoplasmas, Chlamydias, and spirochetes, but is found in most other complete genomes to date. The homolog form Synechocystis sp. is fused to a MobA-homologous region and is an outlier to all other bacterial forms by both neighbor-joining and UPGMA analyses. Members of this family are well-conserved. The seed for this model excludes both archaeal sequences and the most divergent bacterial sequences, but still finds all candidate MoaC sequences easily between trusted and noise cutoffs. We suggest that sequences branching outside the set that contains all seed members be regarded only as putative functional equivalents of MoaC unless and until a member of the archaeal outgroup is shown to have equivalent function."																								
TIGR00678	29.71806991	-0.19438786	0.336822901	-0.577121863	0.563857136	0.723956843	DNA metabolism	"DNA replication, recombination, and repair"	holB	"DNA polymerase III, delta subunit
AU"	holB	2.7.7.7	"This model describes the N-terminal half of the delta subunit of DNA polymerase III. Delta is homologous to the gamma and tau subunits, which form an outgroup for phylogenetic comparison. The gamma/tau branch of the tree is much more tighly conserved than the delta branch, and some members of that branch score more highly against this model than some proteins classisified as delta. The noise cutoff is set to detect weakly scoring delta subunits rather than to exclude gamma/tau subunits.
CC"																								
TIGR00640	25.40903708	-0.438163765	0.322855134	-1.357152848	0.174732649	0.332196913	NA	NA	acid_CoA_mut_C	methylmalonyl-CoA mutase C-terminal domain	NA	"Methylmalonyl-CoA mutase (EC 5.4.99.2) catalyzes a reversible isomerization between L-methylmalonyl-CoA and succinyl-CoA. The enzyme uses an adenosylcobalamin cofactor. It may be a homodimer, as in mitochondrion, or a heterodimer with partially homologous beta chain that does not bind the adenosylcobalamin cofactor, as in Propionibacterium freudenreichii. The most similar archaeal sequences are separate chains, such as AF2215 and AF2219 of Archaeoglobus fulgidus, that correspond roughly to the first 500 and last 130 residues, respectively of known methylmalonyl-CoA mutases. This HMM describes the C-terminal domain subfamily. In a neighbor-joining tree (methylaspartate mutase S chain as the outgroup), AF2219 branches with a coenzyme B12-dependent enzyme known not to be 5.4.99.2."	"Methylmalonyl-CoA mutase (EC 5.4.99.2) catalyzes a reversible isomerization between L-methylmalonyl-CoA and succinyl-CoA. The enzyme uses an adenosylcobalamin cofactor. It may be a homodimer, as in mitochondrion, or a heterodimer with partially homologous beta chain that does not bind the adenosylcobalamin cofactor, as in Propionibacterium freudenreichii. The most similar archaeal sequences are separate chains, such as AF2215 and AF2219 of Archaeoglobus fulgidus, that correspond roughly to the first 500 and last 130 residues, respectively of known methylmalonyl-CoA mutases. This HMM describes the C-terminal domain subfamily. In a neighbor-joining tree (methylaspartate mutase S chain as the outgroup), AF2219 branches with a coenzyme B12-dependent enzyme known not to be 5.4.99.2."																								
TIGR03208	21.67177366	0.528428286	0.368993764	1.432079175	0.152121164	0.303440282	NA	NA	cyc_hxne_CoA_lg	cyclohexanecarboxylate-CoA ligase	aliA	6.2.1.-	"Members of this protein family are cyclohexanecarboxylate-CoA ligase. This enzyme prepares the aliphatic ring compound, cyclohexanecarboxylate, for dehydrogenation and then degradation by a pathway also used in benzoyl-CoA degradation in Rhodopseudomonas palustris."																								
TIGR03652	1.800201235	1.52578498	1.094781456	1.393689098	0.16341151	0.3181339	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other	FeS_repair_RIC	iron-sulfur cluster repair di-iron protein	ric	NA	"Members of this protein family, designated variously as YftE, NorA, DrnN, and NipC, are di-iron proteins involved in the repair of iron-sulfur clusters. Previously assigned names reflect pleiotropic effects of damage from NO or other oxidative stress when this protein is mutated. The suggested name now is RIC, for Repair of Iron Centers."																								
TIGR01082	29.05582021	0.308528146	0.311926403	0.989105582	0.322611487	0.504358178	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	murC	UDP-N-acetylmuramate--L-alanine ligase	murC	6.3.2.8	"This HMM describes the MurC protein in bacterial peptidoglycan (murein) biosynthesis. In a few species (Mycobacterium leprae, the Chlamydia), the amino acid may be L-serine or glycine instead of L-alanine. A related protein,  UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase (murein tripeptide ligase) is described by HMM TIGR01081."																								
